STATION,NAME,DATE,PRCP,TOBS
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",7/1/2019,0.23,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",7/3/2019,0.33,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",7/4/2019,0,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",7/5/2019,0,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",7/6/2019,0.64,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",7/7/2019,0.06,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",9/22/2019,1.33,
US1ILCR0014,"MILLEDGEVILLE 0.6 NW, IL US",9/23/2019,0.83,
USC00114710,"KEWANEE 1 E, IL US",7/1/2019,0.41,71
USC00114710,"KEWANEE 1 E, IL US",7/2/2019,0,76
USC00114710,"KEWANEE 1 E, IL US",7/3/2019,0.01,72
USC00114710,"KEWANEE 1 E, IL US",7/4/2019,0.65,71
USC00114710,"KEWANEE 1 E, IL US",7/5/2019,0.17,73
USC00114710,"KEWANEE 1 E, IL US",7/6/2019,0.09,73
USC00114710,"KEWANEE 1 E, IL US",7/7/2019,0,65
USC00114710,"KEWANEE 1 E, IL US",7/8/2019,0,64
USC00114710,"KEWANEE 1 E, IL US",7/9/2019,0,67
USC00114710,"KEWANEE 1 E, IL US",7/10/2019,0,76
USC00114710,"KEWANEE 1 E, IL US",7/11/2019,0,69
USC00114710,"KEWANEE 1 E, IL US",7/12/2019,0,63
USC00114710,"KEWANEE 1 E, IL US",7/13/2019,0,71
USC00114710,"KEWANEE 1 E, IL US",7/14/2019,0,73
USC00114710,"KEWANEE 1 E, IL US",7/15/2019,0,71
USC00114710,"KEWANEE 1 E, IL US",7/16/2019,0,71
USC00114710,"KEWANEE 1 E, IL US",7/17/2019,0,73
USC00114710,"KEWANEE 1 E, IL US",7/18/2019,0.05,74
USC00114710,"KEWANEE 1 E, IL US",7/19/2019,0,78
USC00114710,"KEWANEE 1 E, IL US",7/20/2019,0,78
USC00114710,"KEWANEE 1 E, IL US",7/21/2019,0,73
USC00114710,"KEWANEE 1 E, IL US",7/22/2019,0,66
USC00114710,"KEWANEE 1 E, IL US",7/23/2019,0,62
USC00114710,"KEWANEE 1 E, IL US",7/24/2019,0,65
USC00114710,"KEWANEE 1 E, IL US",7/25/2019,0,59
USC00114710,"KEWANEE 1 E, IL US",7/26/2019,0,65
USC00114710,"KEWANEE 1 E, IL US",7/27/2019,0,68
USC00114710,"KEWANEE 1 E, IL US",7/28/2019,0.01,68
USC00114710,"KEWANEE 1 E, IL US",7/29/2019,0.03,72
USC00114710,"KEWANEE 1 E, IL US",7/30/2019,0,65
USC00114710,"KEWANEE 1 E, IL US",7/31/2019,0,57
USC00114710,"KEWANEE 1 E, IL US",8/1/2019,0,56
USC00114710,"KEWANEE 1 E, IL US",8/2/2019,0,56
USC00114710,"KEWANEE 1 E, IL US",8/3/2019,0,63
USC00114710,"KEWANEE 1 E, IL US",8/4/2019,0,62
USC00114710,"KEWANEE 1 E, IL US",8/5/2019,0,65
USC00114710,"KEWANEE 1 E, IL US",8/6/2019,0.39,65
USC00114710,"KEWANEE 1 E, IL US",8/7/2019,0,66
USC00114710,"KEWANEE 1 E, IL US",8/8/2019,0,71
USC00114710,"KEWANEE 1 E, IL US",8/9/2019,0.11,57
USC00114710,"KEWANEE 1 E, IL US",8/10/2019,0,63
USC00114710,"KEWANEE 1 E, IL US",8/11/2019,0,67
USC00114710,"KEWANEE 1 E, IL US",8/12/2019,0.17,70
USC00114710,"KEWANEE 1 E, IL US",8/13/2019,0.16,70
USC00114710,"KEWANEE 1 E, IL US",8/14/2019,0,66
USC00114710,"KEWANEE 1 E, IL US",8/15/2019,0,61
USC00114710,"KEWANEE 1 E, IL US",8/16/2019,0,64
USC00114710,"KEWANEE 1 E, IL US",8/17/2019,0.02,68
USC00114710,"KEWANEE 1 E, IL US",8/18/2019,0.02,72
USC00114710,"KEWANEE 1 E, IL US",8/19/2019,0.13,68
USC00114710,"KEWANEE 1 E, IL US",8/20/2019,0.01,70
USC00114710,"KEWANEE 1 E, IL US",8/21/2019,0.23,64
USC00114710,"KEWANEE 1 E, IL US",8/22/2019,0,63
USC00114710,"KEWANEE 1 E, IL US",8/23/2019,0,56
USC00114710,"KEWANEE 1 E, IL US",8/24/2019,0,53
USC00114710,"KEWANEE 1 E, IL US",8/25/2019,0,54
USC00114710,"KEWANEE 1 E, IL US",8/26/2019,0.95,65
USC00114710,"KEWANEE 1 E, IL US",8/27/2019,0.12,64
USC00114710,"KEWANEE 1 E, IL US",8/28/2019,0,57
USC00114710,"KEWANEE 1 E, IL US",8/29/2019,0,57
USC00114710,"KEWANEE 1 E, IL US",8/30/2019,0,59
USC00114710,"KEWANEE 1 E, IL US",8/31/2019,0,55
USC00114710,"KEWANEE 1 E, IL US",9/1/2019,0.14,63
USC00114710,"KEWANEE 1 E, IL US",9/2/2019,0,63
USC00114710,"KEWANEE 1 E, IL US",9/3/2019,0,67
USC00114710,"KEWANEE 1 E, IL US",9/4/2019,0.04,58
USC00114710,"KEWANEE 1 E, IL US",9/5/2019,0,49
USC00114710,"KEWANEE 1 E, IL US",9/6/2019,0,67
USC00114710,"KEWANEE 1 E, IL US",9/7/2019,0,54
USC00114710,"KEWANEE 1 E, IL US",9/8/2019,0.72,61
USC00114710,"KEWANEE 1 E, IL US",9/9/2019,0.04,61
USC00114710,"KEWANEE 1 E, IL US",9/10/2019,0,71
USC00114710,"KEWANEE 1 E, IL US",9/11/2019,0,69
USC00114710,"KEWANEE 1 E, IL US",9/12/2019,0,68
USC00114710,"KEWANEE 1 E, IL US",9/13/2019,1.24,67
USC00114710,"KEWANEE 1 E, IL US",9/14/2019,0,54
USC00114710,"KEWANEE 1 E, IL US",9/15/2019,0.42,68
USC00114710,"KEWANEE 1 E, IL US",9/16/2019,0.78,68
USC00114710,"KEWANEE 1 E, IL US",9/17/2019,0.01,63
USC00114710,"KEWANEE 1 E, IL US",9/18/2019,0,59
USC00114710,"KEWANEE 1 E, IL US",9/19/2019,0,64
USC00114710,"KEWANEE 1 E, IL US",9/20/2019,0.11,67
USC00114710,"KEWANEE 1 E, IL US",9/21/2019,0.07,71
USC00114710,"KEWANEE 1 E, IL US",9/22/2019,1.28,69
USC00114710,"KEWANEE 1 E, IL US",9/23/2019,0.96,55
USC00114710,"KEWANEE 1 E, IL US",9/24/2019,0,57
USC00114710,"KEWANEE 1 E, IL US",9/25/2019,0.11,61
USC00114710,"KEWANEE 1 E, IL US",9/26/2019,0,54
USC00114710,"KEWANEE 1 E, IL US",9/27/2019,0,62
USC00114710,"KEWANEE 1 E, IL US",9/28/2019,3.46,63
USC00114710,"KEWANEE 1 E, IL US",9/29/2019,0.1,60
USC00114710,"KEWANEE 1 E, IL US",9/30/2019,0.6,66
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/1/2019,1.3,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/2/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/3/2019,1.77,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/4/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/5/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/7/2019,,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/8/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/9/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/10/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/11/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/12/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/13/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/14/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/15/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/16/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/17/2019,0.1,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/18/2019,0.07,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/19/2019,0.14,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/20/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/21/2019,0.12,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/22/2019,0,
US1ILCR0012,"MOUNT CARROLL 6.8 NNW, IL US",7/23/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/1/2019,0.7,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/2/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/3/2019,0.79,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/4/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/5/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/6/2019,0.27,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/7/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/8/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/9/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/10/2019,0.13,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/11/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/12/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/13/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/14/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/15/2019,0.08,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/16/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/17/2019,0.02,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/18/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/19/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/20/2019,0.52,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/21/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/22/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/23/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/24/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/25/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/26/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/27/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/28/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/29/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/30/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",7/31/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/1/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/2/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/3/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/4/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/5/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/6/2019,0.69,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/7/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/8/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/9/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/10/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/11/2019,0.41,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/12/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/13/2019,0.78,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/14/2019,0.13,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/15/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/16/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/17/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/18/2019,0.65,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/19/2019,0.07,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/20/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/21/2019,0.25,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/22/2019,0.27,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/23/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/24/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/25/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/26/2019,0.53,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/27/2019,0.59,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/28/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/29/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/30/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",8/31/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/1/2019,0.17,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/2/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/3/2019,2.59,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/4/2019,0.13,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/5/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/6/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/7/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/8/2019,0.19,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/9/2019,0.15,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/10/2019,0.36,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/11/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/12/2019,0.19,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/13/2019,2.69,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/14/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/15/2019,0.93,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/16/2019,0.03,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/17/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/18/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/19/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/20/2019,0.72,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/21/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/22/2019,0.73,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/23/2019,0.64,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/24/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/25/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/26/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/27/2019,0,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/28/2019,0.34,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/29/2019,1.07,
US1ILCR0013,"SHANNON 0.2 S, IL US",9/30/2019,0.07,
US1ILJD0002,"GALENA 5.7 E, IL US",7/1/2019,0.67,
US1ILJD0002,"GALENA 5.7 E, IL US",7/2/2019,0.16,
US1ILJD0002,"GALENA 5.7 E, IL US",7/3/2019,0.1,
US1ILJD0002,"GALENA 5.7 E, IL US",7/4/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/5/2019,0.01,
US1ILJD0002,"GALENA 5.7 E, IL US",7/6/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/7/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/8/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/9/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/10/2019,0.04,
US1ILJD0002,"GALENA 5.7 E, IL US",7/11/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/12/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/13/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/14/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/15/2019,0.14,
US1ILJD0002,"GALENA 5.7 E, IL US",7/16/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/17/2019,0.86,
US1ILJD0002,"GALENA 5.7 E, IL US",7/18/2019,0.44,
US1ILJD0002,"GALENA 5.7 E, IL US",7/19/2019,1.1,
US1ILJD0002,"GALENA 5.7 E, IL US",7/20/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/21/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/22/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/23/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/24/2019,0.09,
US1ILJD0002,"GALENA 5.7 E, IL US",7/25/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/26/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/27/2019,0.03,
US1ILJD0002,"GALENA 5.7 E, IL US",7/28/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/29/2019,0.74,
US1ILJD0002,"GALENA 5.7 E, IL US",7/30/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",7/31/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/1/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/2/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/3/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/4/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/5/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/6/2019,1.27,
US1ILJD0002,"GALENA 5.7 E, IL US",8/7/2019,0.01,
US1ILJD0002,"GALENA 5.7 E, IL US",8/8/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/9/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/10/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/11/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/12/2019,1.07,
US1ILJD0002,"GALENA 5.7 E, IL US",8/13/2019,1.15,
US1ILJD0002,"GALENA 5.7 E, IL US",8/14/2019,0.11,
US1ILJD0002,"GALENA 5.7 E, IL US",8/15/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/16/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/17/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/18/2019,0.95,
US1ILJD0002,"GALENA 5.7 E, IL US",8/19/2019,0.3,
US1ILJD0002,"GALENA 5.7 E, IL US",8/20/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/21/2019,0.18,
US1ILJD0002,"GALENA 5.7 E, IL US",8/22/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/23/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/24/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/25/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/26/2019,0.24,
US1ILJD0002,"GALENA 5.7 E, IL US",8/27/2019,0.27,
US1ILJD0002,"GALENA 5.7 E, IL US",8/28/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/29/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/30/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",8/31/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/1/2019,0.02,
US1ILJD0002,"GALENA 5.7 E, IL US",9/2/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/3/2019,0.96,
US1ILJD0002,"GALENA 5.7 E, IL US",9/4/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/5/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/6/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/7/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/8/2019,0.18,
US1ILJD0002,"GALENA 5.7 E, IL US",9/9/2019,0.18,
US1ILJD0002,"GALENA 5.7 E, IL US",9/10/2019,1.81,
US1ILJD0002,"GALENA 5.7 E, IL US",9/11/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/12/2019,2.23,
US1ILJD0002,"GALENA 5.7 E, IL US",9/13/2019,2.41,
US1ILJD0002,"GALENA 5.7 E, IL US",9/14/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/15/2019,1.09,
US1ILJD0002,"GALENA 5.7 E, IL US",9/16/2019,0.24,
US1ILJD0002,"GALENA 5.7 E, IL US",9/17/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/18/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/19/2019,0.09,
US1ILJD0002,"GALENA 5.7 E, IL US",9/20/2019,1.35,
US1ILJD0002,"GALENA 5.7 E, IL US",9/21/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/22/2019,0.67,
US1ILJD0002,"GALENA 5.7 E, IL US",9/23/2019,1.37,
US1ILJD0002,"GALENA 5.7 E, IL US",9/24/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/25/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/27/2019,0,
US1ILJD0002,"GALENA 5.7 E, IL US",9/28/2019,0.17,
US1ILJD0002,"GALENA 5.7 E, IL US",9/29/2019,0.91,
US1ILJD0002,"GALENA 5.7 E, IL US",9/30/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/1/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/2/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/3/2019,2.79,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/4/2019,0.49,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/5/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/6/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/7/2019,0.09,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/8/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/9/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/10/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/11/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/12/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/13/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/14/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/15/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/16/2019,0.02,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/17/2019,0.03,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/18/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/19/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/20/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/21/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/22/2019,0.03,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/23/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/24/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/25/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/26/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/27/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/28/2019,0.16,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/29/2019,0.13,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/30/2019,0.03,
US1ILMCL038,"NORMAL 3.6 NE, IL US",7/31/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/1/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/2/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/3/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/4/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/5/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/6/2019,0.32,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/7/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/8/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/9/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/10/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/11/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/12/2019,1.05,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/13/2019,0.21,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/14/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/15/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/16/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/17/2019,0.05,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/18/2019,0.27,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/19/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/20/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/21/2019,0.66,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/22/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/23/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/24/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/25/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/26/2019,1.55,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/27/2019,0.42,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/28/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/29/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/30/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",8/31/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/1/2019,0.14,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/2/2019,0.01,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/3/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/4/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/5/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/6/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/7/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/8/2019,0.52,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/9/2019,0.01,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/10/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/11/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/12/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/13/2019,0.01,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/14/2019,0,
US1ILMCL038,"NORMAL 3.6 NE, IL US",9/15/2019,0.57,
